status,issue,primary finding,title,validator 1 comment,validator 2 comment,merged root cause
Unsatisfactory,findings-40,,Incorrect platformFee calculation for claim function,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,findings-43,,Most users won't be able to claim their share of Uniswap fees,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,findings-52,,UniswapV3 protocol fees are unfairly allocated,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-132,,Inaccurate Fee Calculation May Result in Overcharging or Undercharging,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-140,,Position owner may not receive accumulated LP fees when they claim liquidity,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-350,,Incorrect fee distribution in `claim()`,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-430,,Improper fee distribution mechanism in the `ILOPool.claim()` function.,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-433,,The fees for the `FEE_TAKER` are not calculated correctly in the [ILOPool.claim](https://github.com/code-423n4/2024-06-vultisig/blob/0957ff9e50441cd6de6b4f6e28c7ea93f5cffa85/src/ILOPool.sol#L184-L261) function,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-459,,"ILOPool::claim : The amount transfered to the feeTaker is incorrect, which causes the claim function to revert ",Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-460,,ILOPool.claim Sends Excess Fees to FEE_TAKER,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-490,,Investors in an ILOPool can lose out on their share of LP position Fees earned from Uniswap V3,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-513,,`claim` function incorrectly assumes that `amount0` and `amount1` returned by `UniswapV3Pool.burn` function exclude swap fees that LP is entitled to,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-586,,Any subsequent `claim()` after first `claim()` will receive incorrect amount of tokens even could lead to revert operation,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-414,,User / fee taker blacklisted by token will temporarily prevent fees from being collected for the protocol,Low QA on having an admin address blacklisted,Blacklist fee taker. At best QA I think,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L259C8-L260C96
Unsatisfactory,validation-601,,Liquidity claims can get DOS'ed if feeTaker address gets blacklisted,Low QA on having an admin address blacklisted,Blacklist fee taker. At best QA I think,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L259C8-L260C96
Unsatisfactory,findings-30,,The sale token is not deposited to ILOPool.,Inconsequential as this can always be transferred manually into the contract,Owner may not send the tokens to pool contract. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L296-L303
Unsatisfactory,validation-118,,ILOPool can never be launched if project admin doesnt transfer tokens to the pool,Incorrect perceptions,Owner may not send the tokens to pool contract. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L296-L303
Unsatisfactory,validation-121,,SALE_TOKEN is not transfered to ILOPool while creating new pool,Incorrect perceptions. Will be done at launch,Owner may not send the tokens to pool contract. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L296-L303
Unsatisfactory,validation-271,,Pool launch will revert while adding liquidity to uniswap due to lack of sale token,Incorrect perceptions. Project admin will pre-transfer sale tokens to the contract,Owner may not send the tokens to pool contract. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L296-L303
Unsatisfactory,validation-500,,Investors will face opportunity loss if project does not send Sale Tokens,Unlikely to happen as project admin is trusted,Owner may not send the tokens to pool contract. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L296-L303
Unsatisfactory,validation-360,,Incorrect vestingConfig initialisation when lauching pool,Intended because vestingConfigs[i].recipient == address(0) when i=0 in _validateSharesAndVests(),index 0 vesting is skipped,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L311
Unsatisfactory,validation-270,,"When the admin is blacklisted from the token, the `launch` will fail.",SALE TOKEN is VULT,Owner blacklisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L332
Unsatisfactory,validation-516,,"If the admin gets blacklisted by the SALE_TOKEN token (like if USDC/USDT tokens are used), the whole launch process for all ILOPools of a particular pool key will be DoS'ed",SALE TOKEN is VULT,Owner blacklisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L332
Unsatisfactory,validation-436,, ILOManager::launch() function breaks the invariant,Intended design,Docs different than code in access control. I think QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L363-L373
Unsatisfactory,validation-526,,"`ILOManager.launch` function is callable by anyone, which breaks invariant that only project admin should be allowed to launch project and all of its ilo pools",Intended design,Docs different than code in access control. I think QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L363-L373
Unsatisfactory,validation-74,,Misconfigured Access Control in `launch` Function,Intended design,Docs different than code in access control. I think QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L363-L373
Unsatisfactory,validation-75,,Incorrect Access Control Modifier in `claimProjectRefund` Function,Protocol design,Docs different than code in access control. I think QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L363-L373
Unsatisfactory,validation-127,, Critical Initialization Flaw in ILOPool.sol Prevents Contract Functionality,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-167,,Funds can be locked forever if recipient is a contract,Low QA frequently reported by the bots,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-176,,`ILOPool` initilizable because constructor disable initilize,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-198,,`ILOPool.sol` cannot be initialized,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-219,,Users can lost their ETH during self-whitelist,Low QA frequently reported by the bots,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-224,,Receive function unchecked-transfer and may lock user funds,Low QA frequently reported by the bots,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-248,,Missing deadline for slippage in `addLiquidity`,Insufficient proof,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-272,,Ether can be locked into a contract ,Low QA frequently reported by the bots,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-315,,IILOPool can never be initialized,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-363,, Disabling the initializer could cause issues with initing,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-464,,No deadline set when depositing into Uniswap pool,Insufficient proof,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-471,,Missing Deadline Check in `AddLiquidityParams` Leading to Potentially Unexpected Outcomes When Adding Liquidity,Insufficient proof,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-494,,`function initialize` in the ILOpool contract will be uncallable ever Rendering Contract Non-Functional,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-618,,Initializing an ILO pool will always revert,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-637,,ILOPool::initialize() will almost always revert,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-81,,The `ILOPool` contract will not get initialized ,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.",Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-126,,ILOPool Admin can initialize an unlaunchable pool,Low QA on admin controlled boundary checks,softCap > hardCap. Owner mistake,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L81C8-L89C1
Unsatisfactory,validation-3,,Missing `unchecked` blocks  in `TickMath.sol` and `FullMath.sol`,Adapt library for compiler. QA at best. ,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-336,,Transferring `Vultisig` tokens may experience DoS from overflow due to incorrect version of `FullMath.sol`,Adapt library for compiler. QA at best. ,sqrtRatioAX96 > sqrtRatioBX96 is in place to prevent over/under flow,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-422,,TickMath might revert in solidity version 0.8,Adapt library for compiler. QA at best. ,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-58,,Unchecked Arithmetic Operations in FullMath and TickMath Libraries Leading to Potential Overflows and Unexpected Behavior,Adapt library for compiler. QA at best. ,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-67,,TickMath & FullMath & OracleLibrary might revert in solidity version 0.8,Adapt library for compiler. QA at best. ,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-641,,The `UniswapV3Oracle::PERIOD` variable is a constant value,TWAP window should be flexible. Seems like QA,Circumvented by the ternary: uint32 period = PERIOD < longestPeriod ? PERIOD : longestPeriod,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L16
Unsatisfactory,validation-15,,TWAP `duration` for Uniswap Oracle should be at least `30 mins`,TWAP window maybe smaller than 30 minutes,Known and intended,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L41
Unsatisfactory,validation-264,,Use call() rather than transfer() on address payable,No support for contracts to be self-whitelisted. QA at best,Low QA frequently reported by the bots,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-240,,Immediate Sale Closure due to inadequate `saleEndTime` validation during pool initialization,Owner mistake in setting start and end. QA at best.,Unlikely to happen,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/base/ILOVest.sol#L41-L48
Unsatisfactory,validation-202,,Anybody can front-run `initProject()`,front-running initialization. seems qa,"Analyzer: L-5, L-16",https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-683,,Improper Access Control,front-running initialization. seems qa,"Analyzer: L-5, L-16",https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-88,,Missing validation check to ensure that launchTime is greater than block.timestamp in the initProject function ,Lack of check that launchTime is greater than block.timestamp,LowQA on admin input parameter error,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L58
Unsatisfactory,validation-279,,Project Admin can Unfairly set initial Pool Price Above Upper Limit,Incorrect price validation,Low QA on boundary checks,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-327,,"`ILOManager::initILOPool` does not correctly verify if pool ticks are in-range, allowing project admin to manipulate the pool prices",Incorrect price validation,Low QA on boundary checks,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-598,,ILOManager Price Range Check Must Ensure Initial Price Falls Within Bounds,Incorrect price validation,Low QA on boundary checks,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-89,,Missing validation check to ensure that sqrtRatioUpperX96 is greater than initialPoolPriceX96 in the initILOPool function ,Incorrect price validation,Low QA on boundary checks,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-388,,Assets will be lost when `buy` is called after project launch,Lost of funds if buy is called at wrong time,User mistake. Admin should have it configured properly to prevent it from happening,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L126
Unsatisfactory,validation-69,,"After launchSucceed, calling the buy function in ILOPool can lead to funds being locked in the contract",Lost of funds if buy is called at wrong time,User mistake. Admin should have it configured properly to prevent it from happening,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L126
Unsatisfactory,validation-674,,Use safeMint instead of mint for ERC721,Use safeMint instead of mint. This is QA at best,Analyzer: M-2,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L144
Unsatisfactory,validation-608,,ILOPool Buy Function Misses Updates for Additional NFTs Held by Investors,User can only add liquidity to one position,Transfer the other to another controlled address then,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L147
Unsatisfactory,validation-232,,Token Claim Issue in Pool Contract: Improper Distribution Leaves Pool Empty,Incorrect computation of fees ,Incorrect assumptions,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-276,,`feeTaker` can receive more than actual fees when `claim(...)` is called,Incorrect computation of fees ,Incorrect assumptions,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-332,,"`ILOPool::claim` incorrectly re-adds fees to the caller's rewards, which can cause users to receive rewards owed to others, or DoS due to underflow",Incorrect computation of fees ,Incorrect assumptions,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-342,,`ILOPool::claim` calculates fees based off current `positionLiquidity` rather than `liquidity2claim`,Incorrect computation of fees ,Incorrect assumptions,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Unsatisfactory,validation-115,,Users/Fee taker may not be able to claim/take their amount if they are blacklisted,Blacklist fee taker. At best QA I think,Low QA on having an admin address blacklisted,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L259C8-L260C96
Unsatisfactory,validation-83,,`refundAmount` will be stuck if `tokenOwner` were blacklisted by `RIASE_TOKEN`,Blacklist fee taker. At best QA I think,Low QA frequently reported by the bots,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L259C8-L260C96
Unsatisfactory,validation-233,,`initialize` Function will always revert when the Vesting Config index is greater than 0 : Incorrect Validation of Vesting Schedules,index 0 vesting is skipped,BPS respectively compared and cateretd to vestingConfigs[i].shares and schedule[i].shares,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L311
Unsatisfactory,validation-502,,Inconsistent `totalRaised` State Variable in `claimRefund` ,totalRaised is not updated during refund,Incorrect perceptions,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L350-L360
Unsatisfactory,validation-356,,Initialize Function cannot be called in Pool Contract,Contract cannot be initialized. This seems invalid since this is a normal pattern in upgradeable contracts,"When using cloning, the constructor of the implementation contract is not executed for the clone, meaning _initialized remains false unless explicitly set.","https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L49-L51,https://github.com/code-423n4/2024-06-vultisig/blob/7fb0da757c98116090f35810146ea742ca3b94da/src/ILOPool.sol#L61-L62"
Unsatisfactory,validation-87,,Missing validation check to ensure that softCap is less than hardCap in the initILOPool function,softCap > hardCap. Owner mistake,LowQA on admin input parameter error,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L81C8-L89C1
Unsatisfactory,validation-572,,Tokens to deposit on launch is wrongly calculated for projects with already circulating supply (pools available for trading),High likelihood of DoS,Invalid,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L269
Unsatisfactory,findings-10,,Users will not be able to get tokens more than 3e18 ,Intended design,Invalid,
Unsatisfactory,findings-17,,`ILOManager.initProject` can be front-run.,"Analyzer: L-5, L-16",Low quality report,
Unsatisfactory,findings-26,,Malicious Users Can Prevent Large Purchases by Griefing attack,Incorrect perceptions,Invalid,
Unsatisfactory,findings-28,,"When `_vultisig` or `_pool` is reset, the `_contributed` is no way to clear",Owner is trusted,Overinflated owner mistake,
Unsatisfactory,findings-34,,The user are buying at a much higher price,Intended design,Invalid,
Unsatisfactory,findings-35,,The flashloan function of the VULT/ETH pool may affect buying,We only add limitations for buy actions via uniswap v3 pool. Each receipient would still need to be whitlisted and cap restricted where flash activity is discouraged,Lack of evidence,
Unsatisfactory,findings-37,,"The malicious project admin can make the project never launch, and then call claimProjectRefund to obtain the funds of all investors",Incorrect perception,Invalid,
Unsatisfactory,findings-38,,ClaimRefund function can never succeed,Incorrect perceptions,Invalid,
Unsatisfactory,findings-4,,Natspec indicates `ILOPool#positions(uint256 tokenId)` will revert on invalid tokenId but it will not,NC,Clearly overinflated,
Unsatisfactory,findings-6,,`UniswapV3Oracle.peek` assumes token decimal is always 18.,This isn't Chainlink associated,Invalid,
Unsatisfactory,findings-9,,Users can be unintentionally blocked by transfering tokens ,Low QA as it can queue for _allowedWhitelistIndex to increase to offset blacklistCount ,Invalid,
Unsatisfactory,validation-109,,VUltisig Whitelist Bypass Due to Incorrect Check for Uniswap V3 Pool Interactions and Potential Owner Manipulation,We only add limitations for buy actions via uniswap v3 pool,GPT,
Unsatisfactory,validation-117,,Re-enabling Whitelist Functionality Vulnerability in VultisigWhitelisted Contract,Breaking intended design,GPT,
Unsatisfactory,validation-134,,Reentrancy Attack in `approveAndCall` Function,This will be only used for trusted receiver contracts btw,GPT,
Unsatisfactory,validation-136,,Incorrect ETH Estimation in Vultisig's Whitelist Contract Leading to Whitelist Bypass,Circumvented by the ternary: uint32 period = PERIOD < longestPeriod ? PERIOD : longestPeriod,GPT,
Unsatisfactory,validation-138,,Launching will not work if the recipient of the VestingConfig is a smart contract that is incompatible with NFTs,Analyzer: M-2,Invalid,
Unsatisfactory,validation-145,,[M-02] Linear vesting incorrect validation can lead to underflow when the pool launched,Working as intended as circumvented by lastEnd,Low quality report,
Unsatisfactory,validation-155,,There may be funds stuck in the pool,Small wei of token amount can be left in contract due to rounding,Clearly overinflated. Lack Of Evidence,
Unsatisfactory,validation-156,,Implementations of clones could be metamorphic and lead to exploit,Infeasible,Invalid,
Unsatisfactory,validation-158,,Overflow may result in users unlocking fewer funds,Unlikely to happen,Clearly overinflated. ,
Unsatisfactory,validation-163,,Missing `_contributed` Mapping Update,Incorrect perceptions,Invalid,
Unsatisfactory,validation-164,,Lack of zero value check,Low QA,Invalid,
Unsatisfactory,validation-165,,Missing `_maxAddressCap` Check,Unneeded,Invalid,
Unsatisfactory,validation-168,,Lack of Contract Lock Check in receive Function,Low QA and inconsequential,Invalid,
Unsatisfactory,validation-169,,Lack of `_allowedWhitelistIndex` Validation When Adding Whitelisted Addresses,Low QA as it can queue for _allowedWhitelistIndex to increase to offset blacklistCount ,Invalid,
Unsatisfactory,validation-170,,Invalid Validation in `setAllowedWhitelistIndex` function,Low QA as it can queue for _allowedWhitelistIndex to increase to offset blacklistCount ,Invalid,
Unsatisfactory,validation-172,,`_maxAddressCap` overflow,Circumvented by _contributed[to],Invalid,
Unsatisfactory,validation-177,,Missing Gap for Upgradable Contracts,No upgradeability is entailed,Invalid,
Unsatisfactory,validation-18,,[M-03] - Missing approve to zero allowance first in `Vultisig::approveAndCall`,This is VULT,Invalid,
Unsatisfactory,validation-180,,Potential Off-by-One Error in Time Comparison Using >= with block.timestamp,Inconsequantial,Invalid,
Unsatisfactory,validation-182,,`_beforeTokenTransfer` will not work as intended because of missing override,Working as intended,Invalid,
Unsatisfactory,validation-183,,Token Transfer fail due to blacklist,Low QA frequently reported by the bots,Invalid,
Unsatisfactory,validation-184,,Refund not possible due to blacklisting,Low QA frequently reported by the bots,Invalid,
Unsatisfactory,validation-185,,Potential DoS via Out of Gas in Nested For Loops,Low QA on unbounded loop. Recipient NFT minting isn't happening at launch and refund claim entails simple logic,Invalid,
Unsatisfactory,validation-186,,MissMatched data types,Insufficient proof,Invalid,
Unsatisfactory,validation-189,,ILOPool.buy does not incentivize investors at all by limiting the liquidity given to the investors,Intended design,Invalid,
Unsatisfactory,validation-19,,Arbitrary logic can be executed in `approveAndCall()` function due to lack of `spender` address validation,This will be only used for trusted receiver contracts btw,Invalid. ,
Unsatisfactory,validation-193,,MALICIOUS INVESTOR CAN PERMANENTLY DOS THE BUY FUNCTION,Inconsequential as it's no longer lauchable,Invalid,
Unsatisfactory,validation-194,,`PeripheryPayments::pay()` could fail due to `transfer()` method,This isn't native ETH transfer,Invalid,
Unsatisfactory,validation-197,,Using `delegatecall` in loop,Insufficent proof,Invalid,
Unsatisfactory,validation-200,,Persistent `msg.value` in Delegate Call Loop,Insufficent proof,Invalid,
Unsatisfactory,validation-21,,The performanceFee is not sent anywhere and just remains inside the contract.,Working as intended,Invalid,
Unsatisfactory,validation-213,,`setOpenToAll` has no access control,It's an abstract contract where the modifier is implemented in its child contract ILOPool.sol,Invalid,
Unsatisfactory,validation-214,,Funds can be stuck in the contract if the project didn't launch and tries to call the claimRefund through the onlyProjectAdmin due to  DOS,Low QA on unbounded loop. Recipient NFT minting isn't happening at launch and refund claim entails simple logic,Low quality report ,
Unsatisfactory,validation-220,,PeripheryPayments unchecked-transfer,Unlikely to happen,Invalid,
Unsatisfactory,validation-221,,Payable functions using delegatecall inside a loop,Insufficent proof,Invalid,
Unsatisfactory,validation-222,,Arbitrary `from` passed to `transferFrom` (or `safeTransferFrom`),Unneeded as pre-approval has been done,Invalid,
Unsatisfactory,validation-223,,ReceiveApproval unchecked-transfer,This will be only used for trusted receiver contracts btw,Invalid,
Unsatisfactory,validation-226,,ILOManager initProject refundDeadline overflow,conditional is in place to prevent impractical over/under flow. unchecked applies only to Solidity 8,Invalid,
